"ï..internet","netdome","abortion","buyamer","condoms1","deathpen","goodeduc","gun","marijuan","moreinc","politics","pollut","sexmarr","liberal","age","educ","emplmerg","income","sex","citysize"
"961",1,2,4,5,5,4,1,3,2,6,4,4,1,4,36,5,1,12,2,2
"962",1,6,1,6,1,6,1,1,2,3,1,1,1,1,84,4,3,4,2,2
"963",2,1,4,4,5,5,5,2,4,2,3,4,1,2,49,4,1,NA,1,2
"964",1,6,6,5,5,4,2,1,6,1,1,2,1,2,60,3,4,1,2,4
"965",1,2,1,1,1,4,6,1,2,1,1,6,1,4,54,3,4,1,2,4
"966",1,4,5,5,1,3,4,1,1,2,1,2,2,2,55,6,2,9,2,4
"967",1,1,1,6,1,6,1,1,1,1,1,6,1,3,80,4,1,5,2,2
"968",2,1,4,4,6,1,1,1,1,5,1,5,6,3,23,4,1,4,2,4
"969",1,5,5,4,2,5,4,4,3,3,2,5,2,2,84,4,3,1,1,4
"970",2,1,4,5,4,6,4,1,6,6,2,4,2,3,43,3,1,11,1,4
"971",1,2,6,6,1,6,2,4,6,5,5,6,6,3,49,4,1,11,2,4
"972",1,6,3,6,4,3,6,5,4,6,2,2,2,NA,51,1,2,NA,1,3
"973",NA,6,1,2,3,4,1,1,1,4,1,2,1,3,31,4,1,4,2,2
"974",1,3,2,4,3,4,5,3,3,4,2,3,1,3,40,4,1,12,2,2
"975",1,3,4,1,3,5,5,2,1,5,4,4,3,4,37,5,1,4,2,4
"976",1,2,6,4,6,5,5,5,5,4,1,3,4,3,38,3,1,4,1,2
"977",NA,1,2,1,5,1,1,1,1,6,1,4,1,2,23,4,1,2,1,2
"978",1,3,6,6,1,6,4,6,2,5,6,4,1,1,68,3,2,4,1,2
"979",1,6,4,5,3,6,4,1,3,4,4,3,1,2,37,3,1,8,1,2
"980",1,4,4,4,2,6,5,2,1,4,5,3,2,NA,22,3,1,NA,1,4
"981",1,4,4,5,4,4,5,1,1,6,4,4,1,3,62,3,3,5,1,3
"982",1,3,6,4,6,1,6,1,6,5,6,6,6,5,33,4,1,4,1,4
"983",1,2,3,5,3,3,2,1,2,2,2,4,4,3,44,3,1,10,2,4
"984",1,5,1,5,3,1,6,1,1,5,5,4,1,3,58,3,1,5,2,3
"985",1,1,6,4,1,5,1,4,2,3,1,3,1,2,60,3,4,3,2,4
"986",1,3,1,4,1,1,4,1,1,6,3,4,1,1,44,3,1,4,2,2
"987",1,1,6,5,4,5,3,2,6,5,2,5,4,3,29,3,1,NA,1,3
"988",2,1,2,3,3,4,4,1,2,5,4,5,2,1,47,6,1,11,1,3
"989",1,1,5,3,4,4,4,2,2,6,4,3,2,3,42,5,1,9,1,2
"990",2,1,1,6,2,6,5,5,1,4,1,1,1,3,26,4,1,15,1,2
"991",1,6,3,6,1,6,6,1,1,1,1,6,1,1,54,3,1,1,2,2
"992",2,1,1,5,1,1,1,4,1,1,3,6,6,4,57,4,1,11,2,4
"993",1,6,1,6,1,5,5,4,1,4,5,6,1,2,71,2,3,5,1,4
"994",1,6,6,6,3,6,2,4,4,6,2,2,5,4,46,3,4,14,2,4
"995",2,1,5,5,2,4,5,3,3,5,4,5,4,2,38,NA,1,7,1,4
"996",1,5,1,5,6,1,6,1,1,5,3,2,1,2,51,3,1,7,1,2
"997",1,2,6,6,5,6,3,3,6,1,3,4,1,NA,68,6,3,NA,1,2
"998",1,2,6,5,4,6,1,3,1,3,3,4,1,2,54,4,3,14,2,2
"999",1,2,1,6,1,6,4,2,1,5,1,5,1,2,42,2,1,4,1,1
"1000",1,6,1,4,1,2,4,4,2,4,4,2,1,2,76,3,4,6,2,4
"1001",1,2,6,3,6,5,2,2,5,6,5,4,2,4,53,5,4,15,2,4
"1002",1,1,5,5,3,6,1,3,4,4,4,5,1,3,28,5,1,11,2,3
"1003",2,2,4,4,4,4,4,1,1,4,4,4,3,2,35,4,1,12,2,4
"1004",1,2,4,4,5,2,5,3,3,1,1,3,1,3,43,3,1,4,1,3
"1005",1,2,1,6,2,6,2,2,1,3,4,2,1,1,29,3,1,6,1,2
"1006",1,4,6,5,4,6,1,1,1,3,1,4,6,3,50,3,4,10,2,1
"1007",1,1,5,6,4,6,5,2,6,6,6,5,3,5,79,4,1,9,1,2
"1008",1,3,5,3,5,5,4,1,1,6,3,5,2,4,60,5,1,15,2,4
"1009",1,5,1,6,1,4,2,1,1,3,4,3,1,2,50,3,1,6,1,3
"1010",2,1,4,4,1,4,3,5,4,3,4,3,1,3,28,4,1,8,1,3
"1011",1,5,4,3,4,5,3,5,3,3,2,3,3,2,53,5,1,14,1,3
"1012",2,1,5,4,1,6,3,1,5,1,2,1,1,2,62,5,3,13,1,3
"1013",1,3,1,6,1,6,4,2,1,5,2,3,1,3,49,5,1,12,1,2
"1014",1,6,1,6,1,6,1,6,6,1,1,1,1,3,40,2,4,3,1,4
"1015",2,1,1,4,3,4,5,2,1,5,1,3,1,3,28,4,1,7,2,1
"1016",2,1,6,3,5,5,2,2,2,6,2,2,4,3,57,4,1,10,1,4
"1017",1,2,5,3,6,4,2,1,5,3,2,2,3,2,66,6,3,12,2,4
"1018",1,2,1,5,1,5,4,3,1,4,4,2,1,1,48,4,1,12,1,3
"1019",1,2,6,1,6,6,4,1,1,4,2,5,6,3,22,4,4,6,2,4
"1020",2,1,6,2,6,6,1,3,5,6,5,3,5,4,37,4,1,15,1,3
"1021",1,1,6,6,6,6,5,3,6,4,5,5,1,3,40,4,4,1,1,4
"1022",1,1,6,6,6,6,5,1,6,6,1,1,6,5,31,4,1,6,1,2
"1023",1,5,1,5,1,1,1,1,1,1,2,2,1,2,73,3,3,6,2,3
"1024",1,2,4,4,4,6,2,1,1,6,3,3,5,2,43,4,2,12,2,1
"1025",1,3,4,5,2,4,3,2,3,4,3,3,2,3,35,5,1,NA,1,4
"1026",1,2,6,5,6,4,4,3,4,4,5,4,4,5,46,3,4,1,2,4
"1027",NA,3,1,1,3,2,2,3,3,2,1,2,5,2,36,3,1,6,2,3
"1028",2,1,5,2,6,4,3,2,3,4,1,2,4,3,26,6,4,10,2,2
"1029",1,2,1,3,3,4,3,2,2,4,3,3,1,1,23,4,4,6,2,1
"1030",1,4,4,4,5,3,5,1,2,4,1,4,4,3,32,4,1,3,2,3
"1031",1,6,6,6,2,1,1,6,2,1,5,6,1,2,74,3,1,3,1,1
"1032",2,1,4,4,1,5,6,6,1,1,4,4,4,3,41,4,1,5,2,1
"1033",1,1,1,4,1,5,1,4,1,6,4,4,4,3,30,3,1,5,1,1
"1034",1,4,4,4,6,6,6,6,6,6,1,6,6,1,57,2,3,NA,2,1
"1035",2,1,2,3,5,1,5,2,2,5,2,4,2,3,33,4,1,11,1,3
"1036",1,3,4,6,1,2,6,1,2,3,2,2,2,2,51,3,1,10,1,3
"1037",1,4,3,6,4,5,1,1,4,6,1,3,3,1,55,3,4,1,2,4
"1038",1,6,6,6,6,6,1,5,1,6,3,6,6,4,26,3,1,4,1,3
"1039",1,2,6,4,6,6,4,1,4,4,4,3,4,4,52,4,1,13,2,3
"1040",1,4,6,5,5,6,5,1,5,4,2,2,6,2,40,4,2,7,2,4
"1041",1,2,1,3,1,4,2,1,1,5,2,4,1,2,37,5,2,12,2,4
"1042",1,5,6,5,5,4,2,2,2,4,2,5,3,2,82,4,3,7,2,1
"1043",1,6,4,4,1,2,4,1,1,5,1,2,1,2,43,2,4,5,2,4
"1044",2,1,1,4,1,5,5,3,1,5,4,3,1,1,34,5,1,9,2,3
"1045",1,2,5,4,4,5,1,3,1,3,1,3,4,2,30,3,1,3,2,1
"1046",1,6,1,3,1,1,3,1,1,1,3,2,1,3,72,5,4,4,2,4
"1047",1,6,1,1,1,NA,4,4,1,4,1,4,3,1,38,2,1,4,2,3
"1048",1,5,6,5,3,5,2,2,1,5,4,4,4,3,29,3,1,12,2,4
"1049",NA,1,4,5,2,3,5,1,5,5,3,4,5,NA,26,6,1,NA,2,4
"1050",1,4,1,5,4,5,2,1,1,4,1,5,1,2,51,4,1,8,1,4
"1051",1,2,4,6,4,5,4,4,5,2,4,3,2,3,41,4,1,9,1,3
"1052",1,6,2,6,1,3,4,1,4,6,1,5,5,2,81,2,4,2,2,4
"1053",2,6,5,4,3,1,2,1,4,4,4,5,4,4,40,6,1,15,2,4
"1054",1,6,4,5,5,5,4,2,1,1,4,4,1,3,75,2,3,3,1,3
"1055",1,1,6,4,6,6,2,4,3,3,1,4,6,2,44,4,2,12,2,1
"1056",2,1,6,4,5,6,4,1,4,5,1,4,1,4,30,6,1,13,2,4
"1057",1,2,5,5,2,6,4,1,1,3,2,4,4,3,33,3,1,12,2,3
"1058",1,2,6,2,5,6,3,1,2,5,4,3,3,3,37,6,1,15,1,4
"1059",1,5,5,6,6,6,2,3,5,5,2,3,4,3,27,5,1,11,2,3
"1060",1,3,4,4,4,4,3,2,2,3,4,5,4,2,54,4,1,10,2,4
"1061",1,5,1,6,1,1,6,5,1,1,3,6,1,2,69,4,4,2,2,4
"1062",1,5,1,4,1,3,4,2,1,2,3,4,1,2,41,3,4,3,2,1
"1063",1,3,1,4,4,6,2,4,1,6,4,6,1,3,54,4,4,NA,2,4
"1064",2,3,5,6,2,5,5,4,3,4,4,3,1,2,61,6,1,15,1,3
"1065",1,1,6,6,6,1,4,1,6,1,6,6,6,3,23,4,2,1,2,1
"1066",1,6,4,3,3,4,3,1,1,3,3,3,3,2,67,NA,3,1,1,3
"1067",1,1,2,5,4,5,4,1,1,5,2,5,2,2,43,6,1,13,2,1
"1068",1,3,4,6,3,5,1,4,1,4,6,1,1,3,44,3,4,7,2,2
"1069",1,2,5,4,5,4,4,1,5,5,3,5,5,4,65,6,3,11,2,4
"1070",1,4,5,5,5,5,2,2,2,4,2,4,5,4,38,6,2,12,2,3
"1071",1,4,1,3,1,3,4,6,6,5,1,2,2,3,31,2,1,8,1,1
"1072",1,1,6,6,6,3,3,3,4,1,6,4,6,5,55,6,1,7,2,3
"1073",1,3,4,5,3,4,1,1,3,6,2,3,3,2,44,3,1,11,2,1
"1074",1,3,5,3,5,4,3,1,1,2,3,5,1,3,51,3,4,9,2,3
"1075",1,4,1,6,1,6,2,1,1,1,1,6,1,3,69,4,3,4,2,3
"1076",1,2,4,5,3,6,4,1,3,5,1,3,3,NA,43,5,1,NA,1,4
"1077",1,5,3,4,1,6,5,3,1,6,1,1,1,1,48,3,1,10,1,2
"1078",1,1,3,5,6,6,2,6,1,3,5,2,1,3,55,3,4,6,2,3
"1079",1,3,3,NA,NA,5,3,5,1,1,4,NA,1,4,54,4,1,8,1,3
"1080",1,6,5,6,1,4,1,1,2,5,3,4,1,1,71,3,3,1,2,2
"1081",2,3,3,3,4,6,5,4,6,4,4,4,1,2,48,6,1,15,1,4
"1082",2,1,3,1,5,2,5,1,5,6,3,1,4,2,27,6,1,15,2,3
"1083",1,5,5,5,4,4,4,3,2,5,3,4,4,3,53,3,4,10,2,3
"1084",1,2,3,3,4,3,3,1,1,4,2,4,2,3,46,4,1,13,2,3
"1085",1,4,3,3,3,6,4,4,5,6,2,3,2,NA,49,4,1,14,1,4
"1086",1,6,1,4,5,3,4,1,1,3,4,4,1,4,59,3,4,12,2,3
"1087",1,1,3,2,3,5,5,1,1,4,4,4,1,2,38,5,1,10,1,4
"1088",2,3,1,4,3,4,3,1,2,4,1,4,1,3,42,6,1,9,1,3
"1089",2,2,1,4,1,6,4,3,1,4,3,1,1,NA,28,6,1,NA,1,3
"1090",1,5,5,6,5,6,6,1,1,2,1,1,1,3,46,3,4,1,2,3
"1091",1,4,6,4,2,5,2,2,1,4,2,3,1,3,45,4,1,6,2,3
"1092",1,1,6,3,1,6,4,1,6,1,4,1,1,3,42,3,1,10,1,2
"1093",1,6,6,5,4,6,2,1,3,2,5,5,4,2,56,6,1,15,1,4
"1094",1,6,1,6,1,1,6,1,5,6,1,6,1,5,62,2,1,1,2,3
"1095",1,5,5,6,6,6,1,6,5,6,4,6,6,2,48,3,4,5,2,1
"1096",1,4,3,5,2,6,5,2,1,4,4,2,1,2,51,3,1,11,2,4
"1097",1,5,6,6,4,4,2,1,5,2,4,5,5,3,68,4,3,6,2,1
"1098",1,5,6,1,6,6,3,1,1,1,1,5,1,4,74,5,2,10,2,3
"1099",1,3,6,5,6,6,2,4,2,2,2,6,1,3,54,4,1,13,1,4
"1100",2,2,6,3,4,4,3,1,3,5,2,4,3,3,35,3,4,11,2,3
"1101",1,6,5,4,5,5,2,1,1,1,2,3,2,3,77,3,3,3,1,3
"1102",1,3,1,5,1,2,4,1,1,6,3,3,1,2,43,6,1,14,2,4
"1103",1,3,3,4,4,6,3,1,5,3,5,4,4,4,34,6,1,10,1,4
"1104",1,6,6,2,5,6,4,1,2,1,1,2,1,3,70,3,3,5,2,4
"1105",1,5,6,6,6,1,6,1,5,6,4,5,1,1,54,4,1,3,2,3
"1106",2,1,1,5,3,4,5,4,4,5,6,5,4,3,57,4,3,14,2,4
"1107",1,6,1,6,5,1,1,1,1,1,1,1,1,2,63,3,1,NA,1,1
"1108",1,1,6,NA,4,2,5,6,4,1,4,4,4,2,60,5,1,13,1,3
"1109",2,1,5,5,5,6,5,5,5,6,6,5,1,4,43,4,1,14,2,3
"1110",1,1,6,6,6,3,1,6,1,4,2,6,3,3,40,3,1,8,1,3
"1111",2,1,5,5,5,3,4,2,5,3,2,2,3,4,39,5,1,12,2,4
"1112",1,4,1,4,3,5,1,1,1,1,4,1,1,3,64,5,3,10,2,4
"1113",1,6,1,6,1,5,5,1,1,1,2,4,1,2,73,3,4,6,2,4
"1114",1,6,5,4,6,4,3,4,1,NA,5,4,2,2,51,3,3,2,2,3
"1115",2,1,4,5,5,4,5,4,3,6,5,5,6,NA,46,4,1,NA,1,3
"1116",1,1,6,6,6,6,6,6,6,6,1,6,1,3,44,3,1,8,1,4
"1117",1,6,6,6,4,4,5,1,1,NA,4,1,1,2,69,3,3,3,2,4
"1118",1,6,4,6,1,5,2,1,2,4,3,6,1,2,75,3,3,5,2,4
"1119",2,1,6,5,6,6,2,5,5,2,4,4,5,3,36,3,1,7,2,2
"1120",1,6,1,4,3,2,2,1,1,3,4,4,2,3,65,3,3,4,2,4
"1121",1,2,2,2,4,4,3,5,2,3,2,2,1,2,58,3,1,10,1,1
"1122",1,5,2,5,1,4,4,1,3,2,4,4,1,2,64,4,2,5,1,2
"1123",1,6,6,4,NA,5,4,1,1,4,5,5,4,3,55,4,1,8,2,3
"1124",NA,1,3,4,1,6,2,1,6,2,4,5,1,1,63,3,3,11,2,4
"1125",2,1,5,1,6,1,6,5,6,5,1,6,6,3,55,5,1,15,2,4
"1126",2,1,3,5,6,6,5,6,1,4,4,4,1,NA,33,4,1,NA,1,3
"1127",2,1,5,6,4,4,1,3,4,5,4,4,2,3,47,4,1,10,1,3
"1128",1,5,1,5,3,4,3,1,6,1,4,4,1,4,71,4,3,14,2,1
"1129",1,6,3,6,6,6,5,2,4,2,3,4,2,3,56,3,2,1,2,2
"1130",1,6,3,6,1,5,3,4,5,4,3,1,1,2,65,5,3,10,2,1
"1131",2,2,5,2,5,6,3,1,1,5,1,4,1,4,48,4,1,14,1,3
"1132",1,6,1,6,1,3,2,1,6,1,1,2,1,3,62,4,1,12,2,3
"1133",1,2,5,1,6,2,5,1,5,4,3,4,3,4,35,3,1,15,1,4
"1134",1,4,1,6,1,4,3,1,1,3,3,3,1,3,75,3,3,7,2,4
"1135",1,5,4,6,1,5,5,1,5,2,3,5,1,2,28,4,1,13,2,2
"1136",1,2,5,5,2,5,4,3,2,5,4,2,1,2,49,4,1,4,2,1
"1137",1,6,6,6,5,4,2,1,2,6,2,3,2,2,51,2,1,15,2,3
"1138",2,1,4,5,4,1,4,1,1,4,2,3,1,3,33,6,1,5,1,1
"1139",1,1,1,5,1,4,2,1,2,2,5,3,1,2,54,3,4,13,2,3
"1140",1,4,2,5,2,5,4,1,1,3,3,5,1,3,57,2,4,5,2,3
"1141",1,3,1,3,1,5,1,1,1,3,4,5,1,1,38,5,1,12,2,1
"1142",2,1,6,5,3,6,4,4,4,4,4,3,4,2,41,5,1,7,2,2
"1143",1,3,1,5,1,4,2,1,2,3,3,4,3,2,47,6,2,12,2,3
"1144",1,4,4,3,5,5,5,1,4,1,5,5,1,2,80,6,3,6,1,1
"1145",1,1,1,6,1,6,5,3,1,4,4,3,1,2,34,5,4,7,2,3
"1146",2,1,4,4,2,6,1,3,1,5,4,2,1,4,26,6,1,12,2,3
"1147",1,3,6,5,3,2,5,3,1,4,4,4,3,3,61,3,1,12,2,2
"1148",1,6,5,6,1,5,2,5,1,1,3,2,1,2,83,3,4,3,2,2
"1149",1,4,5,3,2,6,2,1,1,3,1,2,1,2,33,4,1,11,2,1
"1150",1,3,2,4,3,5,3,1,4,3,4,2,4,4,45,3,1,12,1,2
"1151",1,2,2,5,1,1,2,3,2,4,6,2,1,NA,46,3,1,NA,1,1
"1152",1,2,5,3,5,5,2,1,2,4,5,5,4,4,59,5,4,12,2,3
"1153",1,3,2,1,1,6,3,3,1,1,3,3,1,3,42,6,1,6,1,1
"1154",2,1,1,3,1,5,5,2,1,4,4,3,1,1,31,6,4,12,2,2
"1155",2,1,5,2,5,6,6,5,1,3,4,5,6,3,38,6,1,15,1,2
"1156",1,4,1,3,1,5,4,2,1,4,1,5,1,1,33,5,1,9,2,3
"1157",1,3,5,4,4,5,4,4,2,4,2,4,2,2,36,3,1,8,1,1
"1158",1,6,3,5,4,2,4,3,1,3,4,4,1,3,77,3,3,1,2,3
"1159",1,3,5,4,4,5,3,3,4,5,4,2,1,2,28,6,1,11,2,2
"1160",1,2,5,4,3,5,2,2,6,3,3,4,2,3,47,4,2,8,2,1
"1161",1,1,5,5,6,3,6,1,5,6,3,4,4,3,37,4,1,15,2,3
"1162",1,1,6,4,1,5,2,3,3,6,6,1,5,4,34,4,1,14,2,3
"1163",2,1,1,5,3,2,1,1,2,5,2,3,1,2,32,4,1,9,1,2
"1164",1,5,4,5,2,4,1,1,1,4,2,4,3,3,33,4,4,11,2,2
"1165",2,1,5,3,5,6,4,5,4,6,5,2,6,2,24,4,1,12,1,3
"1166",2,5,4,1,4,6,4,1,3,5,4,4,2,NA,40,6,1,NA,1,4
"1167",1,3,6,3,6,6,3,3,3,6,1,4,3,3,33,5,1,14,2,4
"1168",1,1,4,3,4,1,4,1,2,4,2,3,2,3,37,5,1,12,2,3
"1169",1,4,3,4,1,4,4,6,6,4,4,3,1,1,42,3,4,2,2,1
"1170",1,5,1,3,2,6,1,1,1,5,4,1,3,3,36,6,1,11,1,4
"1171",2,2,6,4,5,1,2,1,4,6,5,6,5,4,32,5,1,4,1,3
"1172",1,1,1,1,6,1,1,4,6,6,1,4,6,3,35,2,2,9,1,1
"1173",1,3,1,3,1,4,3,1,1,4,1,5,1,1,41,4,2,10,2,3
"1174",1,1,4,6,1,6,5,1,1,1,1,1,4,1,73,3,4,3,2,3
"1175",1,5,4,5,3,5,4,3,1,NA,4,1,1,2,61,3,3,3,1,4
"1176",1,6,1,4,1,6,2,5,1,6,5,5,1,2,33,3,4,6,2,3
"1177",1,4,2,6,3,4,3,1,1,2,3,4,1,3,29,3,4,2,2,2
"1178",1,2,1,4,1,1,5,1,2,3,1,5,1,3,41,3,1,8,2,2
"1179",1,3,6,3,3,5,2,3,4,5,1,4,4,3,27,5,1,13,2,2
"1180",NA,6,4,6,1,1,4,4,1,2,2,4,4,1,61,3,2,1,2,2
"1181",1,2,6,4,6,6,2,2,4,6,5,6,5,4,38,6,1,12,1,2
"1182",1,1,6,5,6,6,1,1,6,6,3,6,6,4,24,6,1,2,2,1
"1183",1,5,5,5,4,4,3,2,3,3,3,3,1,3,66,4,3,1,2,2
"1184",1,1,4,3,3,6,6,1,1,4,3,3,3,1,35,5,1,10,1,4
"1185",2,2,1,4,2,1,3,2,3,1,5,5,5,5,40,6,1,7,1,4
"1186",2,5,5,5,1,6,1,1,1,2,1,3,1,1,47,3,1,8,2,3
"1187",2,1,6,5,1,6,2,5,4,6,4,6,6,2,30,4,1,15,1,4
"1188",2,1,1,1,4,5,3,2,6,5,3,4,4,3,26,3,4,4,2,1
"1189",1,3,6,6,6,6,6,6,6,6,1,6,6,3,38,3,1,11,2,4
"1190",1,1,6,6,5,2,4,1,4,6,1,4,6,3,23,6,2,3,2,4
"1191",2,1,1,3,1,6,5,5,1,5,2,2,1,2,36,4,1,7,1,3
"1192",1,6,6,6,6,5,3,3,1,5,2,4,4,3,73,1,3,5,2,2
"1193",1,2,1,6,6,1,6,5,1,6,6,1,6,1,28,6,1,7,1,4
"1194",1,6,6,5,6,6,5,1,6,4,2,4,6,3,38,3,1,6,2,1
"1195",1,5,2,6,1,6,1,2,1,1,4,3,1,2,55,3,1,7,2,2
"1196",1,2,4,3,NA,3,2,2,NA,3,5,4,4,3,51,6,1,13,2,1
"1197",1,4,5,4,3,6,3,2,4,3,2,3,2,2,38,4,1,10,2,4
"1198",1,6,1,6,1,1,3,1,1,5,3,6,1,2,72,1,3,15,1,2
"1199",1,1,6,3,6,1,3,1,4,4,5,3,6,4,47,5,1,10,1,3
"1200",1,5,2,1,4,4,4,1,1,1,4,2,1,4,55,4,4,10,2,3
"1201",1,2,4,6,4,3,4,1,3,4,4,2,5,3,31,3,2,10,1,3
"1202",2,1,5,3,3,6,5,4,2,3,2,2,3,2,59,3,1,11,1,3
"1203",1,3,5,5,5,5,4,5,2,1,3,3,1,3,75,4,1,6,1,1
"1204",1,6,6,5,1,6,3,4,4,3,2,5,1,1,77,5,4,4,2,3
"1205",1,6,5,6,4,1,3,4,4,1,1,6,1,5,73,3,3,NA,2,4
"1206",1,6,6,6,5,4,4,1,2,4,6,4,3,4,72,6,3,9,2,3
"1207",1,5,5,6,3,1,3,4,1,2,2,2,1,2,59,4,1,12,2,4
"1208",1,5,1,6,1,6,3,6,1,1,1,3,1,2,68,2,3,4,1,1
"1209",1,6,4,5,2,3,4,6,2,5,1,3,1,2,50,2,1,11,1,3
"1210",1,2,4,4,1,6,5,6,1,2,2,3,6,3,57,4,1,9,1,4
"1211",1,4,1,6,6,1,5,1,1,5,5,6,1,2,41,3,1,4,2,4
"1212",1,1,6,6,6,6,6,6,6,6,6,1,1,NA,58,6,3,NA,1,4
"1213",1,4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,37,3,1,6,2,4
"1214",1,5,6,5,3,5,3,3,2,4,1,2,2,4,41,4,4,11,2,1
"1215",1,1,6,6,4,3,3,1,2,4,4,4,1,3,45,3,1,14,1,2
"1216",1,4,4,6,4,3,4,3,1,2,1,3,1,3,74,3,3,3,2,1
"1217",1,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,51,4,1,9,2,4
"1218",2,1,1,4,4,5,3,4,1,4,2,4,1,2,35,6,1,6,1,2
"1219",1,1,5,4,5,3,3,2,2,6,4,4,5,3,20,4,1,6,2,4
"1220",1,1,1,3,1,3,1,1,1,5,1,4,1,3,21,4,2,1,2,1
"1221",1,5,6,4,4,6,2,5,1,6,6,5,1,2,58,6,1,15,1,4
"1222",1,6,3,6,3,6,6,1,6,5,1,3,2,1,51,2,4,4,1,3
"1223",2,1,3,6,3,4,2,1,1,4,2,3,2,2,31,4,1,10,2,3
"1224",1,4,6,6,5,5,4,4,4,3,4,4,4,2,35,4,4,1,1,4
"1225",NA,5,4,3,1,6,4,2,1,4,5,3,1,2,65,4,3,9,1,4
"1226",1,6,1,5,4,6,NA,1,NA,6,1,6,1,2,31,6,4,4,2,3
"1227",2,1,5,4,2,2,3,1,1,5,2,3,1,3,38,3,4,5,1,3
"1228",1,4,1,4,5,1,3,1,1,1,6,2,1,3,58,6,1,12,1,2
"1229",1,6,1,2,1,5,1,1,1,1,5,5,2,2,76,6,3,8,2,4
"1230",1,4,6,5,3,5,4,2,2,2,2,3,1,3,71,3,3,NA,2,4
"1231",2,1,3,4,6,4,5,1,5,6,1,6,6,2,40,4,1,10,2,3
"1232",1,6,1,5,1,5,1,6,1,5,3,4,1,2,42,3,1,10,1,1
"1233",1,2,2,4,3,5,4,2,2,6,5,4,1,3,42,4,1,15,1,4
"1234",1,3,1,4,1,6,3,6,1,4,6,4,1,2,32,4,1,7,1,2
"1235",2,1,6,5,5,4,2,1,6,5,4,3,6,3,45,4,1,13,2,4
"1236",1,6,5,6,1,1,1,5,2,5,1,6,1,5,65,3,3,15,1,4
"1237",1,5,6,5,5,6,2,4,5,3,4,3,2,NA,47,2,4,NA,1,3
"1238",1,6,1,5,1,5,1,1,1,2,1,5,1,2,71,2,1,11,1,1
"1239",1,1,6,6,1,6,4,6,1,2,3,1,1,3,55,4,1,13,2,4
"1240",2,2,3,4,1,5,1,5,1,4,2,4,1,2,49,6,1,12,2,2
"1241",2,1,1,5,2,5,2,1,6,3,5,2,1,3,27,6,1,11,1,3
"1242",1,5,1,5,1,6,3,3,1,4,2,4,1,2,64,3,3,2,2,2
"1243",1,4,3,6,1,2,1,1,3,5,4,4,1,2,66,3,4,5,2,1
"1244",1,5,1,5,1,6,6,6,3,2,5,1,1,1,60,4,3,5,2,2
"1245",1,6,4,4,2,4,5,1,1,2,1,4,1,3,78,4,3,8,1,4
"1246",1,1,1,1,1,6,4,5,1,5,6,6,1,NA,37,6,1,NA,1,4
"1247",1,1,1,6,1,6,2,1,1,5,4,5,1,1,44,4,2,5,2,1
"1248",1,4,1,6,1,6,2,3,5,4,1,6,1,2,67,1,3,5,1,1
"1249",1,3,1,4,1,4,6,1,1,6,1,4,1,1,20,4,2,2,2,3
"1250",1,1,5,6,5,6,1,1,4,6,2,4,5,2,54,6,2,11,2,4
"1251",1,1,6,1,6,6,5,2,6,6,6,5,4,2,35,4,1,11,1,4
"1252",1,5,2,4,3,4,5,3,2,3,2,4,1,2,71,4,3,10,2,3
"1253",1,6,6,6,2,6,2,4,3,5,4,3,1,3,36,4,1,10,1,1
"1254",1,1,1,6,1,1,1,6,1,1,6,5,1,1,78,4,3,3,2,2
"1255",1,2,1,5,1,5,2,2,1,3,6,1,1,1,58,6,4,8,2,2
"1256",2,1,5,4,4,2,1,1,1,6,5,3,4,3,41,3,1,11,2,2
"1257",1,5,1,4,4,1,4,3,1,NA,4,3,1,5,83,3,3,3,2,4
"1258",2,2,1,5,1,6,4,3,1,4,3,1,1,2,45,4,1,12,2,2
"1259",1,2,5,6,1,2,4,6,4,4,2,3,1,3,34,3,1,11,1,2
"1260",1,1,6,5,6,1,4,1,2,6,4,4,1,3,63,3,2,10,2,2
"1261",NA,NA,1,NA,6,NA,NA,4,NA,6,NA,NA,NA,2,91,5,3,2,2,1
"1262",1,2,1,4,5,6,3,3,4,6,5,3,1,4,41,3,1,13,2,2
"1263",1,1,2,6,4,4,1,1,4,5,2,3,2,3,43,3,1,12,1,3
"1264",1,6,4,5,4,5,4,4,1,6,1,4,3,4,53,3,1,14,1,3
"1265",1,4,5,5,1,1,5,1,1,1,4,5,1,NA,56,6,1,NA,1,3
"1266",2,2,1,4,1,6,3,4,1,4,1,3,1,2,49,4,2,10,1,3
"1267",1,6,6,6,6,5,3,4,1,1,3,3,4,3,75,2,3,NA,1,2
"1268",1,6,1,6,6,6,3,6,1,4,1,5,1,3,38,4,4,NA,2,2
"1269",1,4,1,4,1,6,4,4,1,5,6,5,1,1,78,4,1,13,1,3
"1270",1,1,6,4,6,5,4,1,6,3,4,6,6,3,26,3,1,6,2,2
"1271",1,3,1,4,2,1,2,1,1,1,3,4,1,2,62,5,4,10,2,1
"1272",2,1,6,4,4,6,2,2,4,5,4,4,1,2,48,6,1,15,1,4
"1273",1,1,5,6,5,5,2,6,4,3,NA,4,2,4,52,4,1,6,1,2
"1274",1,1,4,4,6,5,1,1,6,3,5,4,6,4,32,4,4,5,1,1
"1275",1,1,4,4,4,5,1,1,4,4,3,4,4,3,44,6,1,15,2,4
